1,-1.227729,0.740105,0.453528,-0.761051,-0.537705,1.471803,-1.143195,2.034647,1.603978,-1.399807,58.616635,-36.878797
2,-1.138424,0.401816,2.186819,-1.82716,-1.05173,-0.465455,-1.186131,0.430193,1.34439,-0.886397,75.310457,-27.210492
3,-0.93251,1.226327,1.086944,-0.638613,-0.917756,-0.292441,-1.434838,0.461744,0.771817,-1.385428,68.513133,-31.582073
4,-1.037358,1.370826,0.945194,-0.380548,-0.490811,0.370115,-0.312516,2.617978,1.347718,-0.583328,57.655634,-37.409493
5,0.48444,0.192628,-0.348715,1.57878,0.485438,-0.340264,0.189964,-0.240548,-0.701919,1.439752,43.327791,-35.763594
6,-1.670272,0.888111,0.760931,-0.784772,-1.199197,-0.533895,-1.161777,1.788671,0.470699,-1.218303,58.505412,-37.046041
7,-1.137512,0.156843,0.44489,0.77165,-0.11294,0.826658,-0.540117,1.185058,-0.257029,-0.809497,54.778188,-38.760972
8,-1.492565,0.898761,1.377372,-1.495082,-0.984964,0.35101,-0.637801,0.789331,1.126307,-1.536488,62.030311,-35.178261
9,-1.282575,1.172241,0.627465,-0.315774,-0.74533,-0.072434,-1.563061,1.071358,1.139968,-0.786885,63.937018,-34.063759
10,1.493726,-1.300688,-1.200331,-0.648039,1.094111,-0.68892,0.498846,-1.588832,-1.250786,0.299001,30.757527,-12.915025
11,0.36882,-0.879505,0.039413,1.537299,1.086373,1.482446,0.466312,0.299235,-1.137694,1.46301,43.719063,-35.764774
12,0.630073,-0.033386,0.022668,0.790402,0.759832,0.679146,0.277452,-0.936948,-0.684909,1.909637,43.643835,-35.337939
13,0.371512,-0.362114,-0.519508,1.219957,1.261085,-0.267965,1.575582,-0.943891,-0.699294,0.951699,42.012349,-33.167389
14,0.950055,-0.820598,-1.012765,-0.302968,0.838464,-1.043732,1.335385,-1.383885,-1.625502,0.73616,28.97574,-8.457046
15,-1.26659,0.151675,1.265926,-1.587074,-1.120335,-0.382043,-1.773998,0.200895,-0.205655,-0.578412,78.833698,-24.942999
16,-0.544292,0.925881,2.076427,-1.773622,-1.676932,0.157199,-1.198292,0.568061,0.719376,-1.742996,76.482746,-26.411359
17,-0.89337,0.770333,0.628476,0.072876,-0.332383,1.96649,-0.895062,1.502673,0.919068,-1.797611,56.924744,-37.746088
18,-0.86466,1.47942,1.338735,-0.577588,-0.782666,-0.326036,-1.206939,0.431746,1.186643,-1.269188,64.925918,-33.689811
19,0.44605,-0.715504,-0.953514,0.822946,1.18043,-0.278054,0.571599,-0.784499,-0.571576,1.014123,35.628663,-24.875142
20,1.898352,-0.857034,-0.825547,-0.018181,1.359195,-1.372244,1.150774,-0.954143,-1.365438,1.960183,34.847078,-23.019733
21,-1.370453,1.141968,0.435053,-0.261572,-0.038302,1.423419,-1.225742,1.815945,0.872683,-1.76239,58.896841,-36.862188
22,0.050163,-1.079769,-1.423263,0.265474,0.883514,-1.793885,1.742949,-0.644403,-1.397244,0.381917,28.582834,-7.218386
23,0.503671,-0.109241,-0.241433,-0.200611,0.501882,1.059097,0.105591,-0.005035,-0.716844,0.035398,44.380782,-37.289155
24,0.239378,-0.046091,-0.659224,1.847784,0.827187,0.337842,1.116632,-0.749565,-0.702364,1.165159,37.288389,-26.277113
25,-0.953348,0.160644,1.601236,-1.026849,-1.366205,0.122141,-1.135167,0.726086,0.71279,-0.239962,75.231836,-27.221001
26,-1.012246,1.167957,0.653861,0.257859,0.3026,0.358367,-0.329767,1.529889,0.051951,-0.635817,51.659228,-39.736256
27,-1.105001,1.863555,1.107184,-0.295579,-2.162605,0.206607,-0.982879,0.842693,1.16065,-1.541782,68.888162,-31.033692
28,-0.466963,-0.008807,-0.244338,1.310046,0.608662,0.201773,0.23729,-1.131336,-0.852052,0.162049,42.69832,-34.203293
29,-0.90129,0.715341,1.392465,-0.732552,-0.813302,-1.115366,-0.768795,0.397262,1.282571,-1.60909,69.14044,-30.904939
30,-0.386029,-0.242428,-0.272277,1.282409,0.676818,0.476172,0.67166,-0.385935,-0.924921,1.188192,42.627741,-33.420968
31,-0.891855,0.920165,0.284053,-0.562449,-0.261557,1.233434,-0.499405,0.514777,0.746855,-0.248189,51.776162,-40.034387
32,1.087006,-1.026441,-1.18735,0.416747,0.360035,-0.493234,0.846866,-1.46855,-0.213817,0.565806,28.6913,-7.007899
33,0.738928,-1.206677,-0.255519,0.185662,1.666317,-0.070495,0.167559,-0.999827,-0.255578,1.322256,35.599994,-24.475389
34,-0.86934,0.679392,0.458298,-0.924737,-0.907195,1.082431,-1.22308,0.770339,0.951665,-1.721072,56.828786,-37.766018
35,1.610328,-1.088324,-0.53345,-0.029688,1.171894,-0.93722,1.176492,-1.421762,-1.001519,1.147581,30.91683,-13.401754
36,-0.676919,1.574927,0.222999,0.215885,-0.812207,1.203722,-0.566606,2.087981,0.702584,-0.626696,58.308237,-37.387196
37,1.256916,-1.151134,-1.367538,-0.334058,0.682308,-0.761702,0.657004,-1.432713,-0.747076,0.657401,29.468091,-8.81481
38,0.778919,-0.779439,-0.721971,1.270133,0.981197,-0.028069,0.386246,0.103631,-0.47158,1.625591,38.66348,-28.981115
39,-0.108354,0.258915,0.166941,0.093791,0.705499,2.276663,-1.066083,1.431409,-0.868153,0.709313,47.350063,-41.410259
40,-1.228187,-0.258458,1.534223,-1.268522,-1.02263,-0.524688,-1.011621,-0.205322,0.741454,-0.994613,76.61069,-25.905906
41,-1.282696,1.711644,1.304685,-1.138742,-1.433361,0.229513,-1.019969,1.243332,1.203728,-1.091925,61.862401,-35.323916
42,-1.337576,1.432702,0.404781,-1.550784,-1.34558,0.200178,-1.072138,0.94899,0.866416,-0.770278,68.231741,-31.417699
43,1.47314,-1.42677,-0.712019,0.601284,1.026376,-0.572381,0.082048,-0.708133,-0.776108,0.701836,33.659636,-21.796464
44,0.737519,-1.056223,-1.587978,-0.140142,1.042016,-2.109308,0.766088,-1.590942,-1.090091,0.347331,27.240113,-6.16867
45,0.237944,-1.080384,-1.098434,-0.105226,1.075156,-1.218639,1.196204,-1.567391,-1.285153,0.160714,30.433474,-11.964055
46,0.915964,-0.45784,-1.019841,0.277594,0.996623,-0.301612,1.503347,-0.505208,-1.160015,1.047337,32.170366,-17.383
47,1.529682,-1.612582,-1.105925,-0.301449,0.863591,-1.956824,1.070997,-1.276933,-0.62757,0.547372,28.979342,-8.390227
48,-1.922151,-0.288886,2.179919,-1.943209,-0.746213,-1.515307,-1.1921,0.744361,0.641679,-1.141733,74.4583,-27.622069
49,-0.436741,0.781891,1.197755,0.69588,0.606835,1.631383,-0.106514,0.536191,0.53621,0.34274,45.090813,-39.332099
50,0.377225,-1.476263,-1.001693,-0.245081,0.081758,-1.196812,1.413277,-1.388348,-1.386275,0.890382,30.875375,-11.606584
51,0.178309,-1.315505,-1.259936,-0.893456,0.422013,-0.695907,1.055473,-1.027803,-0.373405,0.507061,29.66269,-11.048029
52,-0.244585,1.103191,-0.107441,1.129452,-0.983868,1.647826,-0.187034,-0.156466,0.461735,-0.657812,47.733061,-41.575764
53,-0.574597,1.242928,1.713113,-0.221939,-1.345685,-0.315659,-1.490047,0.548565,1.11385,-1.198531,67.089677,-32.056016
54,-1.525033,1.549149,0.460251,-0.218426,-1.112798,0.34618,-0.978734,0.696513,1.490434,-0.675996,64.513686,-33.842687
55,-1.870078,1.456032,0.831384,-1.218631,-1.68171,-0.780357,-1.247799,1.143502,1.562793,-0.750078,62.873378,-34.649175
56,-1.690077,-0.011363,1.442444,-1.154142,-1.170699,-1.334737,-1.442211,-0.109075,1.140554,-1.000102,69.114818,-30.940594
57,-0.107892,0.484901,0.28145,0.992152,0.349623,1.43919,-0.862898,0.45186,-0.197231,0.827334,44.431558,-38.935424
58,-1.941013,1.051905,1.652731,-2.884299,-1.8331,0.00283,-1.706633,0.601624,1.137897,-1.774462,69.894712,-30.449117
59,-1.280289,0.396595,0.081955,0.560873,-0.809326,1.534106,-0.824513,1.593355,1.35797,-0.085301,51.079421,-39.91515
